__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK03,185R14 LT ULTIMA XPC _ MK03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK04,185R14 LT ULTIMA XPC _ MK04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK05,185R14 LT ULTIMA XPC _ MK05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK06,185R14 LT ULTIMA XPC _ MK06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK07,185R14 LT ULTIMA XPC _ MK07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C185R14LTXPCTLMK08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C185R14LTXPCTLMK08,185R14 LT ULTIMA XPC _ MK08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R15UX1TLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R15UX1TLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R15UX1TLGC01,195/55R15 UX1 TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R15UX1TLGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R15UX1TLGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R15UX1TLGC02,195/55R15 UX1 TL_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VEC41GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VEC41GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R16VEC41GC01,195/55R16 VECTRA DMD-3740-GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VEC54GC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VEC54GC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R16VEC54GC03,195/55R16 VECTRA DMD3754_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VECTLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VECTLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R16VECTLGC01,195/55R16 VECTRA TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VECTLMK01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19555R16VECTLMK01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19555R16VECTLMK01,195/55R16 VECTRA TL_MK01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C1955R16UXRTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C1955R16UXRTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C1955R16UXRTLHM01,195/55R16 UX ROYALE TL MSIL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C1955R16UXRTLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C1955R16UXRTLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C1955R16UXRTLHM02,195/55R16 UX ROYALE TL MSIL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R14SPTTLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R14SPTTLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R14SPTTLGC01,195/60R14 ULTIMA SPORT TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R14SPTTLMK01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R14SPTTLMK01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R14SPTTLMK01,195/60R14 ULTIMA SPORT TL_MK01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R15UX1TLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R15UX1TLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R15UX1TLGC01,195/60R15 UX1 TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R15UX1TLGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R15UX1TLGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R15UX1TLGC03,195/60R15 UX1 TL_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI01,195/60R16 RANGER HPE HMI-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI02,195/60R16 RANGER HPE HMI-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI05,195/60R16 RANGER HPE HMI-05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI06,195/60R16 RANGER HPE HMI-06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI07,195/60R16 RANGER HPE HMI-07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI08,195/60R16 RANGER HPE HMI-08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI09,195/60R16 RANGER HPE HMI-09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16RHPEHMI10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16RHPEHMI10,195/60R16 RANGER HPE HMI-10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16UXRTHMI01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16UXRTHMI01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16UXRTHMI01,195/60R16 UX ROYALE TL _ HMI01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16UXRTHMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19560R16UXRTHMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19560R16UXRTHMI02,195/60R16 UX ROYALE TL _ HMI02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19565R15ALPHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19565R15ALPHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19565R15ALPHM01,195/65R15 UX ALP TL _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19565R15ALPTLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C19565R15ALPTLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C19565R15ALPTLGC01,195/65R15 UX ALP TL _ GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R14UXPC1TLGC01,195R14 ULTIMA XPC1 TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R14UXPC1TLGC02,195R14 ULTIMA XPC1 TL_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLMK01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLMK01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R14UXPC1TLMK01,195R14 ULTIMA XPC1 TL_MK01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLMK02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R14UXPC1TLMK02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R14UXPC1TLMK02,195R14 ULTIMA XPC1 TL_MK02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1THMI01,195R15 ULTIMA XPC1 DMD 3846 AL_HMI01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1THMI02,195R15 ULTIMA XPC1 DMD 3846 AL_HMI02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1THMI03,195R15 ULTIMA XPC1 DMD 3846 AL_HMI03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1THMI04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1THMI04,195R15 ULTIMA XPC1 DMD 3846 AL_HMI04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM01,195R15 ULTIMA XPC1 DMD 3846 AL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM02,195R15 ULTIMA XPC1 DMD 3846 AL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM03,195R15 ULTIMA XPC1 DMD 3846 AL_HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM04,195R15 ULTIMA XPC1 DMD 3846 AL_HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM05,195R15 ULTIMA XPC1 DMD 3846 AL_HM05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15CXPC1TLHM06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15CXPC1TLHM06,195R15 ULTIMA XPC1 DMD 3846 AL_HM06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TCHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TCHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TCHM01,195R15 ULTIMA XPC1 TL_CHM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TCHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TCHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TCHM02,195R15 ULTIMA XPC1 TL_CHM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TLGC01,195R15 ULTIMA XPC1 TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TLGC02,195R15 ULTIMA XPC1 TL_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TLGC03,195R15 ULTIMA XPC1 TL_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15UXPC1TLGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15UXPC1TLGC04,195R15 ULTIMA XPC1 TL_GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15XPC1TLCGC01,195R15 ULTIMA XPC1 _DMD3846_CGC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15XPC1TLCGC02,195R15 ULTIMA XPC1 _DMD3846_CGC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15XPC1TLCGC03,195R15 ULTIMA XPC1 _DMD3846_CGC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
