__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM10,11.00 R 20 JW JUC3 16PR TT_HM-10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM11,11.00R20 JW JUC3 16PR TT_HM-11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM12,11.00R20 JW JUC3 16PR TT_HM-12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM13,11.00R20 JW JUC3 16PR TT_HM-13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM14')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM14')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM14,11.00R20 JW JUC3 16PR TT_HM-14,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3GR01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3GR01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUH3GR01,11.00R20 VIKRANT VUH3_GR-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUH3HM01,11.00 R 20 JETWAY JUH3 16PR TT  _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3HM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH3HM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUH3HM02,11.00R20 JW JUH3 _HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH5GC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUH5GC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUH5GC04,11.00 R 20 JW JUH5 16 PR TT _ GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JDCGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JDCGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JDCGC01,11 R 22.5 JETSTEEL JDC 16PR TL_GC-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JDCGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JDCGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JDCGC02,11 R 22.5 JETSTEEL JDC 16PR TL _ GC-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JUCGC01,11 R 22.5 JW JUC 16 PR TL-GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JUCGC02,11 R 22.5 JW JUC 16 PR TL-GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JUCHM01,11 R 22.5 JW JUC 16 PR TL-HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUCHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JUCHM02,11 R 22.5 JW JUC 16 PR TL-HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUXHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R225JUXHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R225JUXHM01,11.00 R 22.5 JETWAY JUX_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC01,8.25 R 20 JETSTEEL JDE++  GC-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC02,8.25 R 20 JETSTEEL  JDE++ _ GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC03,8.25 R 20 JETSTEEL JDE++ 14PR_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC04,8.25 R 20 JETSTEEL JDE++ GC-04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC05,8.25 R 20 JETSTEEL JDE++ 14PR_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC06,8.25 R 20 JETSTEEL JDE++ GC-06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC07,8.25 R 20 JETSTEEL JDE++ GC-07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC08,8.25 R 20 JETSTEEL JDE++ 14PR_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC09,8.25 R 20 JETSTEEL JDE++ 14PR_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000825R20JDEGC10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000825R20JDEGC10,8.25 R 20 JETSTEEL JDE++ GC-10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R20JDCXDGC04,11.00R20 JS JDC XD_GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R20JDCXDGC06,11.00R20 JS JDC XD _GC06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R20JDCXDGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R20JDCXDGC07,11.00R20 JS JDC XD _GC-07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JTH1GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JTH1GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R225JTH1GC01,11.00 R 22.5 JETWAY JTH1_ GC-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JUH5HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JUH5HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R225JUH5HM01,11 R 22.5 JVIKRANT VUH5_HM-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JUH5HM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R00011R225JUH5HM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R00011R225JUH5HM02,11 R 22.5 JVIKRANT VUH5_HM-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GC01,8.25 R 20 JS JDH3 TT_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GC02,8.25 R 20 JS JDH3 TT_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GC03,8.25 R 20 JETSTEEL JDH3_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GC04,8.25 R 20 JETSTEEL JDH3_GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GR01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GR01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GR01,8.25 R 20 JETSTEEL JDH3 GR01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GR02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3GR02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3GR02,8.25 R 20 JETSTEEL JDH3 GR02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3HM01,8.25 R 20 JETSTEEL JDH3 TT  HM-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3HM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3HM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3HM02,8.25 R 20 JETSTEEL JDH3 TT  HM-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3MC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3MC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3MC01,8.25 R 20 JETSTEEL JDH3_MC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3MC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JDH3MC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JDH3MC02,8.25 R 20 JETSTEEL JDH3_MC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GC01,8.25 R 20 JW JUH3+ _GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GC02,8.25 R 20 JW JUH3+_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GC03,8.25 R 20 JW JUH3+ _GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GC04,8.25 R 20 VUH3+ _ GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GC05,8.25 R 20 VUH3+_GC-05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GR02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH3GR02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH3GR02,8.25 R 20 JETWAY JUH3+ 16 PR TT GR-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH5GC01,8.25 R 20 JETWAY JUH5 GC-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH5GC02,8.25 R 20 JETWAY JUH5 GC-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH5GC05,8.25 R 20 JETWAY JUH5 GC-05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000825R20JUH5GC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000825R20JUH5GC06,8.25 R 20 JETWAY JUH5 GC-06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0011R20JDCXDHMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0011R20JDCXDHMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0011R20JDCXDHMI02,11.00R20 JS JDC XD_HMI-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0011R20JDCXDHMI05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0011R20JDCXDHMI05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0011R20JDCXDHMI05,11.00R20 JS JDC XD_HMI-05,1900,Chennai Tyre Plant,,,,ACTIVE,,
